Domain,,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference,Improvement,Tradeoff
Approximate Membership Query Filter (without delete),185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,236,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Ultra-fast Bloom Filter,2010,https://ieeexplore.ieee.org/document/7969125,yes,Can be parallelized. Suitable for implementation(?),,"Lu, Wan, Li, Zhang, Dai, Wang, Zhang, Liu",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,237,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Energy-Efficient Bloom Filter,2010,https://ieeexplore.ieee.org/document/6364449,yes,Designed to save energy. Used in networking,,"Zhou, Song, Wang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,239,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Matrix Bloom Filter,2010,https://ieeexplore.ieee.org/document/6036819,yes,Is scalable. Used for copy detection,,"Geravand, Ahmadi",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions
N: number of rows",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,240,,Approximate Membership Query Filter (without delete),Counting Bloom Filter,1.0,,Loglog Bloom Filter,2010,https://ieeexplore.ieee.org/abstract/document/6881712,yes,"For ""Smart Grids""",,"Yao, Xiong, Qi, Liu, Tolbert, Cao",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions
d: duplication factor",n,O(nkd),6.0,Assumes evaluation of hash function is constant-time,,O(kd),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(kd),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,242,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,k-mer Bloom Filter,2010,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5467106/,yes,For k-mers (bioinformatics),,"Pellow, Filippova, Kingsford",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,246,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Multi-class Bloom Filter,2010,https://ieeexplore.ieee.org/abstract/document/6089061,yes,For networking,,"Li, Cui, Hu, Xia, Wang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,"Assumes evaluation of hash function is constant-time. More precisely, runtime is O(k_i) where k_i is number of hash functions allocated to x_i",https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,"Assumes constant-time eval of hashes. Works with good probability. More precisely, runtime is O(k_i) where k_i is number of hash functions allocated to x_i",https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,247,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Optihash,2010,https://www.sciencedirect.com/science/article/pii/S1389128613003046,yes,For networking,,"Carrea, Vernitski, Reed",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter",n,O(n),6.0,Assumes evaluation of hash function is constant-time,,O(1),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(1),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,248,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,False-Positive-Free Multistage Bloom Filter,2010,https://ieeexplore.ieee.org/abstract/document/6877748,yes,Is parallelizable. For networking,,"Tapolcai, Biro, Babarczi, Gulyas, Heszberger, Trossen",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,252,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Complement Bloom Filter,2010,https://ieeexplore.ieee.org/document/7264999,yes,Uses 2 filters to decrease false positives,,"Lim, Lee, Yim",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,253,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Cross-Checking Bloom Filter,2010,https://www.naturalspublishing.com/files/published/53oi45i66w1of2.pdf,yes,Designed to decrease false positives,,"Lim, Lee, Lee, Yim",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time. Has a factor of alpha(?),https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability. Has a factor of alpha(?),https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,254,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Generalized Bloom Filter,2010,https://www.sciencedirect.com/science/article/pii/S1389128610003920,yes,Has decay. Has false negatives,,"Laufer, Velloso, Duarte",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Yes-no Bloom Filter,2010,https://arxiv.org/abs/1603.01060,yes,Designed to decrease false positives,,"Carrea, Vernitski, Reed",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,257,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Locality-Sensitive Bloom Filter,2010,https://ieeexplore.ieee.org/abstract/document/5928322,yes,Has false negatives,,"Hua, Xiao, Veeravalli, Feng",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,258,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Multi-Granularity Locality-Sensitive Bloom Filter,2010,https://ieeexplore.ieee.org/document/7035010,yes,Has false negatives,,"Qian, Zhu, Chen",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
L: number of AND constructions
k: number of hashes per AND construction
k': number of hashes for MVBF",n,O(n(Lk+k')),6.0,Assumes evaluation of hash function is constant-time,,O(Lk+k'),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(Lk+k'),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,260,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,A^2 Buffering,2010,https://ieeexplore.ieee.org/abstract/document/5066970,yes,Has decay. Has false negatives. Can be parallelized. Used for dynamic sets,,Yoon,,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,261,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Forgetful Bloom Filter,2010,https://ieeexplore.ieee.org/document/7312146,yes,Has decay. Has false negatives. Can be parallelized. Used for Key-Value storage,,"Subramanyam, Gupta, Leslie, Wang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability. (Runtime has another factor of p?),https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without insert or delete),214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,265,,Approximate Membership Query Filter (without insert or delete),Xor Filter,1.0,,,2010,https://arxiv.org/abs/1912.08258,yes,,,"Graf, Lemire",,,O(nk),5.99,,bits,Word RAM,"n: number of elements
k: size of fingerprint",n,O(n)?,6.0,Assumes evaluation of hash function is constant-time,,,,,,,,,,O(1)?,1.0,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Associative Array,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,54,,Associative Array,Trie (Uncompressed),1.0,Uncompressed Trie (for strings),,1959,https://web.archive.org/web/20200211163605/https://pdfs.semanticscholar.org/3ce3/f4cc1c91d03850ed84ef96a08498e018d18f.pdf,yes?,,Trie,de la Briandais,,,O(mn)?,9.0,,words,Word RAM,"n: max number of characters in string
m: number of strings
d: alphabet size",n,O(mn),9.0,,,O(n),6.0,,,O(n),6.0,,,O(n),6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Associative Array,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,55,,Associative Array,Ternary Search Tree/Trie,1.0,Trie (for strings),,1979,https://dl.acm.org/doi/pdf/10.1145/1008620.1008624,yes?,,Ternary_search_tree,"Bentley, Saxe",,,O(mn),9.0,https://dl.acm.org/doi/pdf/10.1145/1008620.1008624,words,Word RAM,"n: max number of characters in string
m: number of strings
d: alphabet size",n,O(m(n+lg m)),9.0,,,O(n+lg m),6.0,"(follows from ""find"")",,O(n+lg m),6.0,"(follows from ""find"")",,O(n+lg m),6.0,,https://dl.acm.org/doi/pdf/10.1145/1008620.1008624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Associative Array,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,58,,Associative Array,Hash Array Mapped Trie,1.0,,,2000,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,yes,,Hash_array_mapped_trie,Bagwell,,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n)?,6.0,Based on insert runtime,,O(1),1.0,amortized?/lazy operations,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,O(1),1.0,amortized?/lazy operations,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,O(1),1.0,amortized?/lazy operations,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Binary Tree,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,78,,Binary Tree,Cartesian Tree,1.0,,,1980,https://dl.acm.org/doi/10.1145/358841.358852,yes,,Cartesian_tree,Vuillemin,,,O(n),6.0,https://link.springer.com/chapter/10.1007/11672142_5,words,Word RAM,n: number of elements,n,O(n),6.0,,https://wcipeg.com/wiki/Cartesian_tree,O(lg n),3.0,amortized,https://link.springer.com/chapter/10.1007/11672142_5,O(lg n),3.0,amortized,https://link.springer.com/chapter/10.1007/11672142_5,O(n),6.0,worst-case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Binary Tree/Cryptography,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,79,,Binary Tree/Cryptography,Merkle Tree,1.0,,,1987,https://link.springer.com/chapter/10.1007/3-540-48184-2_32,yes,,Merkle_tree,Merkle,,,O(n),6.0,https://brilliant.org/wiki/merkle-tree/,words,Word RAM,n: number of elements,n,O(n lg n),7.0,,,O(lg n),3.0,,https://brilliant.org/wiki/merkle-tree/,O(lg n),3.0,,https://brilliant.org/wiki/merkle-tree/,O(lg n),3.0,,https://brilliant.org/wiki/merkle-tree/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(n),6.0,Synchronization of files (average case is O(lg n),https://brilliant.org/wiki/merkle-tree/,1,0
Double-ended Priority Queue,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,135,,Double-ended Priority Queue,Min-Max Heap,1.0,,,1986,https://dl.acm.org/doi/abs/10.1145/6617.6621,yes,,Min-max_heap,"Atkinson, Sack, Santoro, Strothotte",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n),6.0,constant of 7/3,https://dl.acm.org/doi/abs/10.1145/6617.6621,O(lg n),3.0,constant of around 0.5,https://dl.acm.org/doi/abs/10.1145/6617.6621,O(lg n),3.0,min and max only; constant of 2.5,https://dl.acm.org/doi/abs/10.1145/6617.6621,,,,,,,,,O(n)?,6.0,essentially rebuild,,O(1),1.0,,https://dl.acm.org/doi/abs/10.1145/6617.6621,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Double-ended Priority Queue,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,141,,Double-ended Priority Queue,Deap,1.0,,,1987,https://www.sciencedirect.com/science/article/pii/0020019087900330,yes,,,Carlsson,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n),6.0,constant of around 2.05?,https://www.sciencedirect.com/science/article/pii/0020019087900330,O(lg n),3.0,,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,O(lg n),3.0,min and max only,https://www.sciencedirect.com/science/article/pii/0020019087900330,,,,,,,,,O(n)?,6.0,essentially rebuild,,O(1),1.0,,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Double-ended Priority Queue,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,136,,Double-ended Priority Queue,Diamond Deque,1.0,,,1993,https://www.sciencedirect.com/science/article/pii/002001909390101E,yes,,,"Chang, Du",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n),6.0,,https://www.sciencedirect.com/science/article/pii/002001909390101E,O(lg n),3.0,,https://www.sciencedirect.com/science/article/pii/002001909390101E,O(lg n),3.0,min and max only,https://www.sciencedirect.com/science/article/pii/002001909390101E,,,,,,,,,O(n)?,6.0,essentially rebuild,,O(1),1.0,,https://www.sciencedirect.com/science/article/pii/002001909390101E,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Double-ended Priority Queue,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,140,,Double-ended Priority Queue,Interval Heap,1.0,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,Double-ended_priority_queue,"van Leeuwen, Wood",,,n + O(1)?,6.0,https://www.researchgate.net/publication/2528629_Interval_Heaps,words,Word RAM,n: number of elements,n,O(n),6.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3.0,min and max only,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(1),1.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Double-ended Priority Queue,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,142,,Double-ended Priority Queue,Interval *Heap,1.0,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,,"van Leeuwen, Wood",,,n + O(1)?,6.0,https://www.researchgate.net/publication/2528629_Interval_Heaps,words,Word RAM,n: number of elements,n,O(n),6.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3.0,assumes position of element is known,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(1)?,1.0,,,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Double-ended Priority Queue,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,144,,Double-ended Priority Queue,d-Interval Heap,1.0,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,,"van Leeuwen, Wood",,,O(dn)?,6.0,,words,Word RAM,"n: number of elements
d: number of coordinates associated with each element",n,O(d^3 n),6.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(d lg n),3.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(d^2 lg n),3.0,assumes position of element is known,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(d),1.0,in any of the d dimensions,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(d^2 lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Double-ended Priority Queue,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,138,,Double-ended Priority Queue,Mergeable DEPQ,1.0,,Hoyer,1995,https://ieeexplore.ieee.org/document/377045,yes,,,Hoyer,,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n),6.0,,https://ieeexplore.ieee.org/document/377045,O(1),1.0,,https://ieeexplore.ieee.org/document/377045,O(lg n),3.0,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,O(1),1.0,amortized; worst-case is O(lg n),https://ieeexplore.ieee.org/document/377045,O(1),1.0,,https://ieeexplore.ieee.org/document/377045,O(lg n),3.0,,https://ieeexplore.ieee.org/document/377045,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Double-ended Priority Queue,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,139,,Double-ended Priority Queue,Symmetric Min-Max Heap,1.0,,,1999,https://liacs.leidenuniv.nl/~stefanovtp/courses/StudentenSeminarium/Papers/AL/SMMH.pdf,yes,,,"Arvind, Rangan",,,O(n),6.0,,words,Word RAM,n: number of elements,n,O(n)?,6.0,,,O(lg n),3.0,,https://liacs.leidenuniv.nl/~stefanovtp/courses/StudentenSeminarium/Papers/AL/SMMH.pdf,O(lg n),3.0,min and max only,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,,,,,,,,,,,,,O(1),1.0,,http://web.onda.com.br/abveiga/capitulo8-ingles.pdf,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Double-ended Priority Queue with Complementary Range Queries,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,143,,Double-ended Priority Queue with Complementary Range Queries,mmm-Interval Heap,1.0,,,1993,https://www.researchgate.net/publication/2528629_Interval_Heaps,yes,,,"van Leeuwen, Wood",,,n + O(1)?,6.0,https://www.researchgate.net/publication/2528629_Interval_Heaps,words,Word RAM,n: number of elements,n,O(n),6.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3.0,,https://www.researchgate.net/publication/2528629_Interval_Heaps,O(lg n),3.0,assumes position of element is known,https://www.researchgate.net/publication/2528629_Interval_Heaps,,,,,,,,,,,,,O(1)?,1.0,,,O(lg n)?,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Hierarchical key-value store,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,311,,Hierarchical key-value store,Wanna B-tree,1.0,,,2010,https://www.fsl.cs.sunysb.edu/~rick/richard_spillane.pdf,yes,,,Spillane,,,O(n)?,6.0,,words,Word RAM,n: number of elements,n,O(n)?,6.0,Based on insert runtime. Must be in sorted order?,,O(1)?,1.0,must be in sorted order?,,O(1)??,1.0,,,O(1)??,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
