,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
186,14.0,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",156.0,,,1,1,O(EloglogV),,,[https://epubs.siam.org/doi/abs/10.1137/0205051 Cheriton-Tarjan Algorithm (1976)],Cheriton-Tarjan Algorithm,1976,https://epubs.siam.org/doi/abs/10.1137/0205051,,,,0.0,0,5.001,"V: 5.001,
E: 4",$O(E \log \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,keep track of copy of graph where edges may be deleted?,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,1820.0,2.788461538,,,,,,,,5,,,Combinatorics
187,14.0,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",159.0,,,1,1,"O(E+Vlog(V)log(E/V)), equivalent to O(E + Vlog(V)loglog(V))","""Arbitrary graph, random edge weights""",https://dl.acm.org/doi/10.5555/2791220.2791225,[https://dl.acm.org/citation.cfm?id=2791225 Filter Kruskal algorithm (2009)],Filter Kruskal algorithm,2009,https://dl.acm.org/citation.cfm?id=2791225,,,,0.0,0,5.01,"V: 5.01,
E: 4",$O(E \log V)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,"Kruskal-based, with minimal overhead? filtering should only remove edges, and each edge should only require O(1) information",1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,12258.0,0.4140153369,,,,,,,,5,,,Combinatorics
188,14.0,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",160.0,,,1,1,"O(E*alpha(E, V))",,,[https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf Chazelle's algorithm (2000)],Chazelle's algorithm,2000,https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf,,,,0.0,0,5,"V: 5,
E: 3","$O(E*\alpha(E, V))$","V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary??,"Seems like it uses Boruvka phases and contracts the graph, which requires $O(E)$ space, and then additional information in the tree data structure/soft heap don't require space beyond that",,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,583.0,8.704974271,,,,,,,,5,,,Combinatorics
189,14.0,Minimum Spanning Tree (MST),1.0,"Undirected, General MST",161.0,,,1,1,O(E LogV (loglogV)^3),,,[https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf Thorup (reverse-delete) (2000)],Thorup (reverse-delete),2000,https://www.cs.princeton.edu/courses/archive/spr10/cos423/handouts/NearOpt.pdf,,,,0.0,0,5.02,"V: 5.02,
E: 3",$O(E \log V (\log \log V)^3)$,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,154134.0,0.03292589565,,,,,,,,5,,,Combinatorics
190,15.0,Closest Pair Problem,1.0,"k-dimensional space, l_m (or l_infty) norm",165.0,,,1,1,O(kn loglogn+n*3^k),,,[https://www.sciencedirect.com/science/article/pii/0020019079900851 Fortune and Hopcroft (1979)],Fortune and Hopcroft,1979,https://www.sciencedirect.com/science/article/pii/0020019079900851,,,,0.0,0,4,"n: 4,
k: 8",$O(kn \log\log n+n*3^k)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,n: 3,O(n),can be easily derived? (can re-use space from recursive calls),1.0,0.0,,0,,0,,0,0,,0,0,https://ecommons.cornell.edu/bitstream/handle/1813/7460/78-340.pdf,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,3316.0,301.5681544,,,,,,,,4,,,Image Processing
191,15.0,Closest Pair Problem,1.0,"k-dimensional space, l_m (or l_infty) norm",166.0,,,1,1,O(kn logn),,,[https://www.springer.com/gp/book/9780387961316 F. Preparata and M. Shamos (1986)],F. Preparata and M. Shamos,1986,https://www.springer.com/gp/book/9780387961316,,,,0.0,0,4,"k: 3,
n: 4",$O(kn \log n)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,"n: 3,
k: 3",O(kn)?,keep track of all sorted lists in each dimension; re-use space from recursive calls,1.0,0.0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965.0,100.3512293,,,,,,,,4,,,Image Processing
192,15.0,Closest Pair Problem,1.0,"k-dimensional space, l_m (or l_infty) norm",167.0,,,1,1,O(3^k*n),Randomness within the algorithm steps themselves,,[https://dl.acm.org/citation.cfm?id=540196 Rabin' Algorithm (1976)],Rabin' Algorithm,1976,https://dl.acm.org/citation.cfm?id=540196,,,,1.0,5->6,5,"k: 8,
n: 5",$O(3^k*n^2)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,n: 3,O(n),can be easily derived,1.0,0.0,,1,Las Vegas,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,1000.0,1000,,1000000,1000000,,1000000000,1000000000,,4,,,Image Processing
193,15.0,Closest Pair Problem,1.0,"k-dimensional space, l_m (or l_infty) norm",168.0,,,1,1,O(kn logn),,,[https://dl.acm.org/citation.cfm?id=358850 Bentley (1980)],Bentley,1980,https://dl.acm.org/citation.cfm?id=358850,,,,0.0,0,4,"n: 4,
k: 3",$O(kn \log n)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,"n: 3,
k: 3",O(kn)?,keep track of all sorted lists in each dimension; re-use space from recursive calls,1.0,0.0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965.0,100.3512293,,,,,,,,4,,,Image Processing
194,15.0,Closest Pair Problem,1.0,"k-dimensional space, l_m (or l_infty) norm",169.0,,,1,1,O(kn logn),,,[https://dl.acm.org/citation.cfm?id=803652 Bentley; Shamos (1976)],Bentley; Shamos,1976,https://dl.acm.org/citation.cfm?id=803652,,,,0.0,0,4,"n: 4,
k: 3",$O(kn \log n)$,"n: number of points
k: dimension of space",n,,,Real RAM,words,3,"n: 3,
k: 3",O(kn)?,keep track of all sorted lists in each dimension; re-use space from recursive calls,1.0,0.0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965.0,100.3512293,,,,,,,,4,,,Image Processing
195,15.0,Closest Pair Problem,1.0,"2-dimensional space, l_m (or l_infty) norm",170.0,,,1,1,O(n logn),,,[https://www.sciencedirect.com/science/article/pii/0020019088901500 Hinrichs; Nievergelt; Schorn (1988)],Hinrichs; Nievergelt; Schorn,1988,https://www.sciencedirect.com/science/article/pii/0020019088901500,,,,0.0,0,4,n: 4,$O(n \log n)$,n: number of points,n,,,Real RAM,words,3,n: 3,O(n),https://www.sciencedirect.com/science/article/pii/0020019088901500,0.0,1.0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965.0,100.3512293,,,,,,,,4,,,Image Processing
196,15.0,Closest Pair Problem,1.0,"2-dimensional space, Euclidean metric",171.0,,,1,1,O(n logn),,,[https://ieeexplore.ieee.org/document/4567872 Shamos; Hoey (1975)],Shamos; Hoey,1975,https://ieeexplore.ieee.org/document/4567872,2,1.0,http://geomalgorithms.com/a09-_intersect-3.html,1.0,4->5,4,n: 4,$O(n \log n)$,n: number of points,n,,,Real RAM,words,3,n: 3,O(n),Voronoi diagrams require O(n) space,1.0,0.0,,0,,0,,0,0,,0,0,,"given n points in metric space; find a pair of points with the smallest
 distance between them. ",,,,,,,,,,9965.0,100.3512293,99.3512293,19931568.57,50171.66594,50170.66594,29897352854,33447777.3,33447776.3,4,,,Image Processing
197,16.0,Shortest Path (Directed Graphs),1.0,general weights,174.0,,,1,1,O( V² EL),,,[https://apps.dtic.mil/sti/pdfs/AD0422842.pdf Bellman–Ford algorithm (Ford 1956) (1956)],Bellman–Ford algorithm (Ford 1956),1956,https://apps.dtic.mil/sti/pdfs/AD0422842.pdf,1,1.0,https://www.rand.org/pubs/papers/P923.html,1.0,0,7,"V: 7,
E: 3,
L: 3",$O(V^2 EL)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,5,"E: 3,
V: 5",O(E),number of equations in LP; each equation has a constant number of variables,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",666.6666667,,666666.6667,,666666666.7,,7407407407.0,1,,7.40741E+18,1,,7.40741E+27,1,,2,,,Combinatorics
198,16.0,Shortest Path (Directed Graphs),1.0,general weights,175.0,,,1,1,O(VE),,,[https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959) (1959)],Bellman–Ford algorithm (Shimbel 1955; Bellman 1958; Moore 1959),1959,https://www.ams.org/journals/qam/1958-16-01/S0033-569X-1958-0102435-2/S0033-569X-1958-0102435-2.pdf,,,,1.0,2->4,6,"V: 6,
E: 3",$O(VE)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),keeping track of distances,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",333.3333333,0.2599210499,333333.3333,0.2599210499,333333333.3,0.2599210499,222222.0,33333.36667,31.18299021,222222222222,33333333.33,320.8297949,2.22222E+17,33333333333,3217.297949,2,,,Combinatorics
199,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,176.0,,,1,1,O( V² logV),,,[https://www.jstor.org/stable/pdf/2627005.pdf Bellman–Ford algorithm (Dantzig 1960) (1960)],Bellman–Ford algorithm (Dantzig 1960),1960,https://www.jstor.org/stable/pdf/2627005.pdf,,,,0.0,0,5.01,V: 5.01,$O(V^2 \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,5,"E: 3,
V: 5",O(E) (total),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,931111.0,15910.90086,,,,,,,,2,,,Combinatorics
200,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,177.0,,,1,1,O( V² ),,,[https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents Dijkstra's algorithm with list (Whiting & Hillier 1960) (1960)],Dijkstra's algorithm with list (Whiting & Hillier 1960),1960,https://www.jstor.org/stable/3007178?seq=1#page_scan_tab_contents,,,,0.0,0,5,V: 5,O(V^2),"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with list",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,111111.0,133333.4667,,,,,,,,2,,,Combinatorics
201,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,178.0,,,1,1,O((E + V) log V),,,[https://dl.acm.org/citation.cfm?id=321993 Dijkstra's algorithm with binary heap (Johnson 1977) (1977)],Dijkstra's algorithm with binary heap (Johnson 1977),1977,https://dl.acm.org/citation.cfm?id=321993,,,,1.0,4->5,5.01,"V: 5.01,
E: 3",$O((E + V) \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with heap",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,8380.821784,883852.1566,0.9193798649,18346606.07,403748103584,2.570030516,28312390353,2.61631E+17,5.75171023,2,,,Combinatorics
202,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,179.0,,,1,1,O(E + V log V),,,[https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987) (1984)],Dijkstra's algorithm with Fibonacci heap (Fredman & Tarjan 1984; Fredman & Tarjan 1987),1984,https://www.cs.princeton.edu/courses/archive/fall03/cs528/handouts/fibonacci%20heaps.pdf,,,,0.0,0,5,"E: 3,
V: 5",$O(E + V \log V)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,O(V),"keeping track of distances/previous node in path, along with heap",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,3460.0,4281738.386,,,,,,,,2,,,Combinatorics
203,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Integer Weights,180.0,,,1,1,O(E log log L),,,[https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983) (1981)],Dijkstra's algorithm with Fibonacci heap (Johnson 1981; Karlsson & Poblete 1983),1981,https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,2,1.0,https://link.springer.com/article/10.1007/BF01786986,1.0,0,5,"E: 3,
V: 5,
L: 1.99",$O(E \log \log L)$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word RAM,words,3,"V: 3,
L: 3",O(V+L),https://www.sciencedirect.com/science/article/pii/0166218X8390104X?via%3Dihub,0.0,1.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,669.3,11067394.9,0.9132063615,1821347.23,4066993532946,2.194264973,1821347230,4.06699E+18,4.550996318,2,,,Combinatorics
204,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Weights,181.0,,,1,1,O(E logL/log(2+(E/V))),,,[https://ieeexplore.ieee.org/document/4568085 Gabow's algorithm (1983)],Gabow's algorithm,1983,https://ieeexplore.ieee.org/document/4568085,,,,0.0,0,5,"E: 3,
V: 5,
L: 2",$O(E \log L/\log(2+(E/V)))$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,"V: 3,
E: 3",O(V+E)?,(keeping track of new graphs?),1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,4426.0,3347224.314,,,,,,,,2,,,Combinatorics
205,16.0,Shortest Path (Directed Graphs),2.0,Nonnegative Integer Weights,182.0,,,1,1,O(E + V*((log(L))^0.5) ),,,[https://dl.acm.org/doi/10.1145/77600.77615 Gabow Ahuja Algorithm (1990)],Gabow Ahuja Algorithm,1990,https://dl.acm.org/doi/10.1145/77600.77615,,,,0.0,0,5,"E: 3,
V: 5,
L: 1.5",$O(E + V*((\log(L))^{0.5}) )$,"V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word RAM,words,5,"V: 5,
E: 3
C: 2",O(E + \log C),https://dl.acm.org/doi/10.1145/77600.77615,0.0,1.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,1525.0,9714632.665,,,,,,,,2,,,Combinatorics
206,16.0,Shortest Path (Directed Graphs),1.0,Nonnegative Integer Weights,183.0,,,1,1,"O(E + V min(log log V, log log L))",,,[https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003 Thorup's algorithm (2004)],Thorup's algorithm,2004,https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003,,,,0.0,0,5,"E: 3,
V: 5,
L: 1.99","$O(E + V min(log log V, log log L))$","V: number of vertices
E: number of edges
L: maximum absolute value of edge cost",V,,,Word/Real RAM,words,3,V: 3,"O(V)? (""linear-space queue"")",https://dl.acm.org/doi/10.1016/j.jcss.2004.04.003,0.0,1.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices
 (or nodes) in a graph such that the sum of the weights of its constituent edges is minimized.",,,"V:E
0.5:1
L = 100",,,,,,,1686.0,8786960.151,,,,,,,,2,,,Combinatorics
207,17.0,All-Pairs Shortest Paths (APSP),2.0,APSP on Dense Directed Graphs with Arbitrary Weights,184.0,,,1,1,O(n^4),,,[https://link.springer.com/article/10.1007/BF02476438 Shimbel Algorithm (1953)],Shimbel Algorithm,1953,https://link.springer.com/article/10.1007/BF02476438,1,1.0,https://link.springer.com/content/pdf/10.1007/BF02476438.pdf,1.0,0,7,n: 7,$O(n^4)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses a $V \times V$ matrix to store and calculate distances,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,12345679012.0,1,,1.23457E+22,1,,1.23457E+34,1,,2,,,Combinatorics
208,17.0,All-Pairs Shortest Paths (APSP),2.0,APSP,185.0,,,1,1,O(n^3),,,[https://dl.acm.org/citation.cfm?id=368168 Floyd–Warshall algorithm (1962)],Floyd–Warshall algorithm,1962,https://dl.acm.org/citation.cfm?id=368168,,,,1.0,2->3,6,n: 6,$O(n^3)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses a $V \times V$ matrix to store and calculate distances,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,37037037.0,333.3333337,0.9068646188,3.7037E+16,333333.3333,3.108215283,3.7037E+25,333333333.3,7.850881521,2,,,Combinatorics
209,17.0,All-Pairs Shortest Paths (APSP),2.0,APSP on Dense Directed Graphs with Arbitrary Weights,187.0,,,1,1,O(n^3 /2^{(\log n)^{0.5}}),,,[https://dl.acm.org/citation.cfm?id=2591811 Williams (2014)],Williams,2014,https://dl.acm.org/citation.cfm?id=2591811,,,,0.0,0,6,n: 6,$O(n^3 /2^{(\log n)^{0.5}})$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,"Derived: discussed with Ryan, uses an auxiliary $V \times V$ matrix, and the space required for the matrix multiplication of $V \times d$ and $d \times V$ matrices is also $O(V^2)$",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,4998250.0,2470.000303,,,,,,,,2,,,Combinatorics
210,17.0,All-Pairs Shortest Paths (APSP),2.0,APSP on Geometrically Weighted Graphs,190.0,,,1,1,O(n^{2.844}),,,[http://tmc.web.engr.illinois.edu/moreapsp.pdf Chan (Geometrically Weighted) (2009)],Chan (Geometrically Weighted),2009,http://tmc.web.engr.illinois.edu/moreapsp.pdf,,,,0.0,0,5.844,n: 5.844,$O(n^{2.844})$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,"n: 5,
m: 1",$O(l n^2)$,Derived: Compute and store $2l$ $V \times V$ matrices,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,14964670.0,824.9883901,,,,,,,,2,,,Combinatorics
211,18.0,Integer Factoring,1.0,First Category Integer Factoring,192.0,,,1,1,O(2^{(n/2)}),,,[- Trial division (1202)],Trial division,1202,-,1,1.0,https://en.wikipedia.org/wiki/Trial_division,1.0,0,8,n: 8,$O(2^{n/2})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n),need to keep track of what number you're currently checking,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Trial_division,whose running time depends on the size of smallest prime factor.,,,,1000.0,,1000000.0,,1000000000.0,,inf,1,,Inf,1,,Inf,1,,1,,,Numerical Analysis
212,18.0,Integer Factoring,1.0,First Category Integer Factoring,193.0,,,1,1,O( 2^{(n/2)}),,,[ Wheel factorization (1940)],Wheel factorization,1940,,,,,0.0,0,8,n: 8,$O(2^{n/2})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n),"need to keep track of what number you're currently checking, along with o(n) bits for the wheel (assuming it's small)",1.0,0.0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,inf,1,,,,,,,,1,,,Numerical Analysis
213,18.0,Integer Factoring,1.0,First Category Integer Factoring,195.0,,,1,1,O(B*log B*log^2(n))?,,,[https://www.cambridge.org/core/journals/mathematical-proceedings-of-the-cambridge-philosophical-society/article/theorems-on-factorization-and-primality-testing/6762E84DBD34AEF13E6B1D1A8334A989 Pollard's p − 1 algorithm (1974)],Pollard's p − 1 algorithm,1974,https://www.cambridge.org/core/journals/mathematical-proceedings-of-the-cambridge-philosophical-society/article/theorems-on-factorization-and-primality-testing/6762E84DBD34AEF13E6B1D1A8334A989,,,,0.0,0,8,n: 8,O(B*log B*log^2(n))?,"n: number of bits in the integer
B: smoothness bound (can be exponential)",n,,,Word RAM?,bits,8,"n: 8,
B: 3",O(n+B),"the number M requires O((log B)*pi(B)) = O(B) bits, and the other numbers require O(n) bits",1.0,0.0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,inf,1,,,,,,,,1,,,Numerical Analysis
214,18.0,Integer Factoring,1.0,First Category Integer Factoring,196.0,,,1,1,O(2^{(n)}),,,[https://www.jstor.org/stable/2007633?origin=crossref Williams' p + 1 algorithm (1982)],Williams' p + 1 algorithm,1982,https://www.jstor.org/stable/2007633?origin=crossref,,,,0.0,0,8,n: 8,$O(2^n)$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,constant number of values which are expressed in mod N,1.0,0.0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,inf,1,,,,,,,,1,,,Numerical Analysis
215,18.0,Integer Factoring,1.0,First Category Integer Factoring,197.0,,,1,1,O(e^{(sqrt((1+o(1))n*log n))}),,,[https://www.jstor.org/stable/1971363?origin=crossref&seq=1 Lenstra elliptic curve factorization (1987)],Lenstra elliptic curve factorization,1987,https://www.jstor.org/stable/1971363?origin=crossref&seq=1,,,,0.0,0,8,n: 8,$O(e^{(\sqrt((1+o(1))n*log n))})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,constant number of values which are expressed in mod N,1.0,0.0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,22542392121.0,Inf,,,,,,,,1,,,Numerical Analysis
216,18.0,Integer Factoring,1.0,First Category Integer Factoring,198.0,,,1,1,O(2^n)?,,,[https://archive.org/details/oeuvresdefermat02ferm Fermat's factorization method (1894)],Fermat's factorization method,1894,https://archive.org/details/oeuvresdefermat02ferm,1,1.0,https://www.geeksforgeeks.org/fermats-factorization-method/,1.0,0,8,n: 8,$O(2^n)$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n)?,constant number of values which require at most O(n) bits,1.0,0.0,,0,,0,,0,0,,0,0,,whose running time depends on the size of smallest prime factor.,,,,,,,,,,22387211385.0,Inf,,5.01187E+20,Inf,,1.12202E+31,Inf,,1,,,Numerical Analysis
217,18.0,Integer Factoring,1.0,First Category Integer Factoring,199.0,,,1,1,O(2^{(n/2)})?,,,[- Euler's factorization method (1940)],Euler's factorization method,1940,-,,,,0.0,0,8,n: 8,$O(2^{(n/2)})$,n: number of bits in the integer,n,,,Word RAM?,bits,3,n: 3,O(n),constant number of values which require at most O(n) bits,1.0,0.0,,0,,0,,0,0,,0,0,https://archive.org/details/numbertheoryitsh0000orey/page/59,whose running time depends on the size of smallest prime factor.,,,,,,,,,,inf,1,,,,,,,,1,,,Numerical Analysis
218,19.0,Integer Factoring,1.0,Second Category Integer Factoring,201.0,,,1,1,O(e^{(2 sqrt(2) sqrt(n*logn))}),,,[https://www.ams.org/journals/mcom/1981-36-153/S0025-5718-1981-0595059-1/home.html Dixon's algorithm (1981)],Dixon's algorithm,1981,https://www.ams.org/journals/mcom/1981-36-153/S0025-5718-1981-0595059-1/home.html,,,,0.0,0,8,n: 8,$O(e^{(2 \sqrt(2) \sqrt(n*logn))})4,"n: number of bits in the integer
B: bound parameter",n,,,Word RAM?,bits,3,"n: 3,
B: 5",O(n+(B/logB)^2)?,There are pi(B) = O(B/log B) primes in the factor base; need pi(B)+1=O(B/log B) relations involving an integer (which doesn't need to be kept track of) and a pi(B)-bit string of exponents. Also need O(n) bits to perform other computations. Rest is irrelevant asymptotically,1.0,0.0,,0,,0,,0,0,,0,0,,has a running time which depends solely on the size of the integer to be factored.,,,,,,,,,,,,,,,,,,,2,,,Numerical Analysis
